year,index,tournament,name,odds,won,payoff
2013,304,WGC-Match Play Champ,Branden Grace,80/1,false,80.0
2013,304,WGC-Match Play Champ,George Coetzee,80/1,false,80.0
2013,304,WGC-Match Play Champ,Richard Sterne,80/1,false,80.0
2013,304,WGC-Match Play Champ,Charles Howell III,100/1,false,100.0
2013,304,WGC-Match Play Champ,Francesco Molinari,100/1,false,100.0
2013,304,WGC-Match Play Champ,Tim Clark,100/1,false,100.0
2013,304,WGC-Match Play Champ,John Senden,100/1,false,100.0
2013,304,WGC-Match Play Champ,Carl Pettersson,100/1,false,100.0
2013,304,WGC-Match Play Champ,Russell Henley,125/1,false,125.0
2013,304,WGC-Match Play Champ,K.J. Choi,125/1,false,125.0
2013,304,WGC-Match Play Champ,David Toms,125/1,false,125.0
2013,304,WGC-Match Play Champ,Field (all others),11/2,false,5.5
2013,305,The Honda Classic,Tiger Woods,7/1,false,7.0
2013,305,The Honda Classic,Rory McIlroy,12/1,false,12.0
2013,305,The Honda Classic,Charl Schwartzel,12/1,false,12.0
2013,305,The Honda Classic,Justin Rose,12/1,false,12.0
2013,305,The Honda Classic,Louis Oosthuizen,20/1,false,20.0
2013,305,The Honda Classic,Lee Westwood,25/1,false,25.0
2013,305,The Honda Classic,Fredrik Jacobson,25/1,false,25.0
2013,305,The Honda Classic,Dustin Johnson,30/1,false,30.0
2013,305,The Honda Classic,Jason Dufner,30/1,false,30.0
2013,305,The Honda Classic,Martin Kaymer,30/1,false,30.0
2013,305,The Honda Classic,Graeme McDowell,25/1,false,25.0
2013,305,The Honda Classic,Jason Day,DNS,false,-1.0
2013,305,The Honda Classic,Keegan Bradley,30/1,false,30.0
2013,305,The Honda Classic,Robert Garrigus,DNS,false,-1.0
2013,305,The Honda Classic,Rickie Fowler,30/1,false,30.0
2013,305,The Honda Classic,Jimmy Walker,DNS,false,-1.0
2013,305,The Honda Classic,Charles Howell III,50/1,false,50.0
2013,305,The Honda Classic,Peter Hanson,50/1,false,50.0
2013,305,The Honda Classic,Ernie Els,50/1,false,50.0
2013,305,The Honda Classic,Chris Kirk,50/1,false,50.0
2013,305,The Honda Classic,Kevin Stadler,50/1,false,50.0
2013,305,The Honda Classic,Paul Casey,60/1,false,60.0
2013,305,The Honda Classic,Nicolas Colsaerts,60/1,false,60.0
2013,305,The Honda Classic,Henrik Stenson,60/1,false,60.0
2013,305,The Honda Classic,Y.E. Yang,60/1,false,60.0
2013,305,The Honda Classic,Russell Henley,60/1,false,60.0
2013,305,The Honda Classic,Jeff Overton,60/1,false,60.0
2013,305,The Honda Classic,Branden Grace,80/1,false,80.0
2013,305,The Honda Classic,Matteo Manassero,80/1,false,80.0
2013,305,The Honda Classic,Ryan Palmer,80/1,false,80.0
2013,305,The Honda Classic,Seung-Yul Noh,80/1,false,80.0
2013,305,The Honda Classic,Luke Guthrie,80/1,false,80.0
2013,305,The Honda Classic,Brian Gay,80/1,false,80.0
2013,305,The Honda Classic,Sang-Moon Bae,80/1,false,80.0
2013,305,The Honda Classic,Brendon de Jonge,80/1,false,80.0
2013,305,The Honda Classic,Gary Woodland,80/1,false,80.0
2013,305,The Honda Classic,Harris English,80/1,false,80.0
2013,305,The Honda Classic,James Hahn,80/1,false,80.0
2013,305,The Honda Classic,Retief Goosen,80/1,false,80.0
2013,305,The Honda Classic,Ben Crane,100/1,false,100.0
2013,305,The Honda Classic,Camilo Villegas,100/1,false,100.0
2013,305,The Honda Classic,Ross Fisher,100/1,false,100.0
2013,305,The Honda Classic,Kevin Na,100/1,false,100.0
2013,305,The Honda Classic,Greg Chalmers,100/1,false,100.0
2013,305,The Honda Classic,John Merrick,100/1,false,100.0
2013,305,The Honda Classic,Ted Potter Jr,100/1,false,100.0
2013,305,The Honda Classic,Cameron Tringale,100/1,false,100.0
2013,305,The Honda Classic,Bud Cauley,125/1,false,125.0
2013,305,The Honda Classic,Geoff Ogilvy,125/1,false,125.0
2013,305,The Honda Classic,Field (M Thompson),5/2,true,2.5
2013,306,Tshwane Open,Jaco Van Zyl,12/1,false,12.0
2013,306,Tshwane Open,Thomas Aiken,15/1,false,15.0
2013,306,Tshwane Open,Garth Mulroy,12/1,false,12.0
2013,306,Tshwane Open,Steve Webster,20/1,false,20.0
2013,306,Tshwane Open,Darren Fichardt,20/1,false,20.0
2013,306,Tshwane Open,Simon Dyson,25/1,false,25.0
2013,306,Tshwane Open,Trevor Fisher Jr,25/1,false,25.0
2013,306,Tshwane Open,Joost Luiten,25/1,false,25.0
2013,306,Tshwane Open,Danny Willett,25/1,false,25.0
2013,306,Tshwane Open,Hennie Otto,30/1,false,30.0
2013,306,Tshwane Open,Andy Sullivan,30/1,false,30.0
2013,306,Tshwane Open,Jeev Milkha Singh,30/1,false,30.0
2013,306,Tshwane Open,James Kingston,30/1,false,30.0
2013,306,Tshwane Open,David Howell,30/1,false,30.0
2013,306,Tshwane Open,Michael Campbell,40/1,false,40.0
2013,306,Tshwane Open,Tjaart Van Der Walt,40/1,false,40.0
2013,306,Tshwane Open,Peter Lawrie,40/1,false,40.0
2013,306,Tshwane Open,Jbe' Kruger,40/1,false,40.0
2013,306,Tshwane Open,Keith Horne,40/1,false,40.0
2013,306,Tshwane Open,Field (D Vn Dr Walt),1/2,true,0.5
2013,307,WGC-Cadillac Championship,Tiger Woods,9/1,true,9.0
2013,307,WGC-Cadillac Championship,Charl Schwartzel,15/1,false,15.0
2013,307,WGC-Cadillac Championship,Justin Rose,15/1,false,15.0
2013,307,WGC-Cadillac Championship,Matt Kuchar,20/1,false,20.0
2013,307,WGC-Cadillac Championship,Luke Donald,20/1,false,20.0
2013,307,WGC-Cadillac Championship,Rory McIlroy,20/1,false,20.0
2013,307,WGC-Cadillac Championship,Phil Mickelson,25/1,false,25.0
2013,307,WGC-Cadillac Championship,Hunter Mahan,25/1,false,25.0
2013,307,WGC-Cadillac Championship,Keegan Bradley,25/1,false,25.0
2013,307,WGC-Cadillac Championship,Lee Westwood,25/1,false,25.0
2013,307,WGC-Cadillac Championship,Adam Scott,25/1,false,25.0
2013,307,WGC-Cadillac Championship,Sergio Garcia,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Louis Oosthuizen,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Bubba Watson,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Nick Watney,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Webb Simpson,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Ian Poulter,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Graeme McDowell,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Rickie Fowler,30/1,false,30.0
2013,307,WGC-Cadillac Championship,Jason Day,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Dustin Johnson,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Jason Dufner,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Robert Garrigus,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Bill Haas,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Steve Stricker,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Geoff Ogilvy,40/1,false,40.0
2013,307,WGC-Cadillac Championship,Jim Furyk,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Martin Kaymer,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Bo Van Pelt,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Peter Hanson,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Fredrik Jacobson,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Scott Piercy,50/1,false,50.0
2013,307,WGC-Cadillac Championship,Padraig Harrington,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Charles Howell III,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Ryan Moore,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Zach Johnson,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Ernie Els,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Thorbjorn Olesen,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Francesco Molinari,60/1,false,60.0
2013,307,WGC-Cadillac Championship,John Senden,60/1,false,60.0
2013,307,WGC-Cadillac Championship,Nicolas Colsaerts,80/1,false,80.0
2013,307,WGC-Cadillac Championship,George Coetzee,80/1,false,80.0
2013,307,WGC-Cadillac Championship,Richard Sterne,80/1,false,80.0
2013,307,WGC-Cadillac Championship,Russell Henley,80/1,false,80.0
2013,307,WGC-Cadillac Championship,Branden Grace,100/1,false,100.0
2013,307,WGC-Cadillac Championship,Tim Clark,100/1,false,100.0
2013,307,WGC-Cadillac Championship,Carl Pettersson,100/1,false,100.0
2013,307,WGC-Cadillac Championship,Matteo Manassero,100/1,false,100.0
2013,307,WGC-Cadillac Championship,Michael Thompson,100/1,false,100.0
2013,307,WGC-Cadillac Championship,Field (all others),9/1,false,9.0
2013,308,Puerto Rico Open,Luke Guthrie,20/1,false,20.0
2013,308,Puerto Rico Open,Bryce Molder,20/1,false,20.0
2013,308,Puerto Rico Open,Kevin Stadler,20/1,false,20.0
2013,308,Puerto Rico Open,Patrick Cantlay,20/1,false,20.0
2013,308,Puerto Rico Open,Jeff Overton,25/1,false,25.0
2013,308,Puerto Rico Open,Henrik Stenson,25/1,false,25.0
2013,308,Puerto Rico Open,Brendon de Jonge,20/1,false,20.0
2013,308,Puerto Rico Open,K.J. Choi,25/1,false,25.0
2013,308,Puerto Rico Open,Y.E. Yang,30/1,false,30.0
2013,308,Puerto Rico Open,John Rollins,30/1,false,30.0
2013,308,Puerto Rico Open,Josh Teater,30/1,false,30.0
2013,308,Puerto Rico Open,Graham DeLaet,30/1,false,30.0
2013,308,Puerto Rico Open,George McNeill,30/1,false,30.0
2013,308,Puerto Rico Open,Scott Brown,30/1,true,30.0
2013,308,Puerto Rico Open,Matt Jones,30/1,false,30.0
2013,308,Puerto Rico Open,Sang-Moon Bae,40/1,false,40.0
2013,308,Puerto Rico Open,Paul Casey,40/1,false,40.0
2013,308,Puerto Rico Open,Jordan Spieth,40/1,false,40.0
2013,308,Puerto Rico Open,James Hahn,40/1,false,40.0
2013,308,Puerto Rico Open,Angel Cabrera,40/1,false,40.0
2013,308,Puerto Rico Open,Kevin Na,40/1,false,40.0
2013,308,Puerto Rico Open,Boo Weekley,30/1,false,30.0
2013,308,Puerto Rico Open,Brandt Jobe,40/1,false,40.0
2013,308,Puerto Rico Open,Brian Stuard,50/1,false,50.0
2013,308,Puerto Rico Open,Matt Every,50/1,false,50.0
2013,308,Puerto Rico Open,Shane Lowry,50/1,false,50.0
2013,308,Puerto Rico Open,Justin Hicks,50/1,false,50.0
2013,308,Puerto Rico Open,Nicholas Thompson,50/1,false,50.0
2013,308,Puerto Rico Open,Camilo Villegas,50/1,false,50.0
2013,308,Puerto Rico Open,Kevin Streelman,60/1,false,60.0
2013,308,Puerto Rico Open,Erik Compton,50/1,false,50.0
2013,308,Puerto Rico Open,Robert Karlsson,60/1,false,60.0
2013,308,Puerto Rico Open,Peter Uihlein,60/1,false,60.0
2013,308,Puerto Rico Open,Ryo Ishikawa,60/1,false,60.0
2013,308,Puerto Rico Open,Roberto Castro,60/1,false,60.0
2013,308,Puerto Rico Open,Troy Matteson,60/1,false,60.0
2013,308,Puerto Rico Open,Ben Kohles,60/1,false,60.0
2013,308,Puerto Rico Open,Jerry Kelly,50/1,false,50.0
2013,308,Puerto Rico Open,Bobby Gates,60/1,false,60.0
2013,308,Puerto Rico Open,Russell Knox,60/1,false,60.0
2013,308,Puerto Rico Open,Chad Campbell,80/1,false,80.0
2013,308,Puerto Rico Open,Rory Sabbatini,80/1,false,80.0
2013,308,Puerto Rico Open,Chris Stroud,80/1,false,80.0
2013,308,Puerto Rico Open,Michael Bradley,80/1,false,80.0
2013,308,Puerto Rico Open,Andres Romero,100/1,false,100.0
2013,308,Puerto Rico Open,Robert Allenby,100/1,false,100.0
2013,308,Puerto Rico Open,Justin Leonard,100/1,false,100.0
2013,308,Puerto Rico Open,John Daly,200/1,false,200.0
2013,308,Puerto Rico Open,David Duval,300/1,false,300.0
2013,308,Puerto Rico Open,Field (all others),2/1,false,2.0
2013,309,Tampa Bay Championship,Adam Scott,12/1,false,12.0
2013,309,Tampa Bay Championship,Sergio Garcia,12/1,false,12.0
2013,309,Tampa Bay Championship,Luke Donald,12/1,false,12.0
2013,309,Tampa Bay Championship,Matt Kuchar,20/1,false,20.0
2013,309,Tampa Bay Championship,Webb Simpson,15/1,false,15.0
2013,309,Tampa Bay Championship,Jason Dufner,20/1,false,20.0
2013,309,Tampa Bay Championship,Louis Oosthuizen,25/1,false,25.0
2013,309,Tampa Bay Championship,Jim Furyk,25/1,false,25.0
2013,309,Tampa Bay Championship,Jason Day,30/1,false,30.0
2013,309,Tampa Bay Championship,Nick Watney,30/1,false,30.0
2013,309,Tampa Bay Championship,Scott Piercy,30/1,false,30.0
2013,309,Tampa Bay Championship,Robert Garrigus,30/1,false,30.0
2013,309,Tampa Bay Championship,Jimmy Walker,40/1,false,40.0
2013,309,Tampa Bay Championship,Michael Thompson,40/1,false,40.0
2013,309,Tampa Bay Championship,Martin Kaymer,40/1,false,40.0
2013,309,Tampa Bay Championship,Geoff Ogilvy,40/1,false,40.0
2013,309,Tampa Bay Championship,John Senden,40/1,false,40.0
2013,309,Tampa Bay Championship,Luke Guthrie,50/1,false,50.0
2013,309,Tampa Bay Championship,Brendon de Jonge,50/1,false,50.0
2013,309,Tampa Bay Championship,Ryan Moore,50/1,false,50.0
2013,309,Tampa Bay Championship,K.J. Choi,60/1,false,60.0
2013,309,Tampa Bay Championship,Zach Johnson,60/1,false,60.0
2013,309,Tampa Bay Championship,Carl Pettersson,60/1,false,60.0
2013,309,Tampa Bay Championship,Retief Goosen,60/1,false,60.0
2013,309,Tampa Bay Championship,Aaron Baddeley,60/1,false,60.0
2013,309,Tampa Bay Championship,Patrick Cantlay,60/1,false,60.0
2013,309,Tampa Bay Championship,Jordan Spieth,60/1,false,60.0
2013,309,Tampa Bay Championship,Bryce Molder,60/1,false,60.0
2013,309,Tampa Bay Championship,Gary Woodland,60/1,false,60.0
2013,309,Tampa Bay Championship,Ryan Palmer,80/1,false,80.0
2013,309,Tampa Bay Championship,Brian Stuard,80/1,false,80.0
2013,309,Tampa Bay Championship,Graham DeLaet,60/1,false,60.0
2013,309,Tampa Bay Championship,George Coetzee,80/1,false,80.0
2013,309,Tampa Bay Championship,Jeff Overton,80/1,false,80.0
2013,309,Tampa Bay Championship,Y.E. Yang,80/1,false,80.0
2013,309,Tampa Bay Championship,Seung-Yul Noh,80/1,false,80.0
2013,309,Tampa Bay Championship,Matt Jones,100/1,false,100.0
2013,309,Tampa Bay Championship,Scott Brown,100/1,false,100.0
2013,309,Tampa Bay Championship,Josh Teater,80/1,false,80.0
2013,309,Tampa Bay Championship,Sang-Moon Bae,80/1,false,80.0
2013,309,Tampa Bay Championship,Lucas Glover,80/1,false,80.0
2013,309,Tampa Bay Championship,Scott Stallings,80/1,false,80.0
2013,309,Tampa Bay Championship,Kevin Stadler,100/1,false,100.0
2013,309,Tampa Bay Championship,Brian Gay,80/1,false,80.0
2013,309,Tampa Bay Championship,Bud Cauley,100/1,false,100.0
2013,309,Tampa Bay Championship,Stewart Cink,100/1,false,100.0
2013,309,Tampa Bay Championship,Vijay Singh,60/1,false,60.0
2013,309,Tampa Bay Championship,Charlie Wi,100/1,false,100.0
2013,309,Tampa Bay Championship,David Toms,100/1,false,100.0
2013,309,Tampa Bay Championship,Field (K Streelman),11/4,true,2.75
2013,310,Avantha Masters,Thongchai Jaidee,20/1,false,20.0
2013,310,Avantha Masters,Ricardo Santos,20/1,false,20.0
2013,310,Avantha Masters,Anirban Lahiri,20/1,false,20.0
2013,310,Avantha Masters,Felipe Aguilar,25/1,false,25.0
2013,310,Avantha Masters,Shiv Kapur,25/1,false,25.0
2013,310,Avantha Masters,Anders Hansen,25/1,false,25.0
2013,310,Avantha Masters,Jeev Milkha Singh,30/1,false,30.0
2013,310,Avantha Masters,Gaganjeet Bhullar,30/1,false,30.0
2013,310,Avantha Masters,Bernd Wiesberger,30/1,false,30.0
2013,310,Avantha Masters,Daniel Chopra,30/1,false,30.0
2013,310,Avantha Masters,Joost Luiten,30/1,false,30.0
2013,310,Avantha Masters,Simon Dyson,40/1,false,40.0
2013,310,Avantha Masters,Gregory Bourdy,40/1,false,40.0
2013,310,Avantha Masters,Kiradech Aphibarnrat,40/1,false,40.0
2013,310,Avantha Masters,Mohd Siddikur,40/1,false,40.0
2013,310,Avantha Masters,Raphael Jacquelin,40/1,false,40.0
2013,310,Avantha Masters,David Howell,40/1,false,40.0
2013,310,Avantha Masters,Jbe' Kruger,40/1,false,40.0
2013,310,Avantha Masters,Alvaro Quiros,50/1,false,50.0
2013,310,Avantha Masters,Field (Thomas Aiken),1/4,true,0.25
2013,311,Arnold Palmer Invitational,Tiger Woods,11/4,true,2.75
2013,311,Arnold Palmer Invitational,Phil Mickelson,15/1,false,15.0
2013,311,Arnold Palmer Invitational,Brandt Snedeker,20/1,false,20.0
2013,311,Arnold Palmer Invitational,Justin Rose,15/1,false,15.0
2013,311,Arnold Palmer Invitational,Sergio Garcia,20/1,false,20.0
2013,311,Arnold Palmer Invitational,Keegan Bradley,25/1,false,25.0
2013,311,Arnold Palmer Invitational,Bubba Watson,25/1,false,25.0
2013,311,Arnold Palmer Invitational,Graeme McDowell,20/1,false,20.0
2013,311,Arnold Palmer Invitational,Lee Westwood,30/1,false,30.0
2013,311,Arnold Palmer Invitational,Webb Simpson,30/1,false,30.0
2013,311,Arnold Palmer Invitational,Jason Dufner,30/1,false,30.0
2013,311,Arnold Palmer Invitational,Ian Poulter,30/1,false,30.0
2013,311,Arnold Palmer Invitational,Jim Furyk,30/1,false,30.0
2013,311,Arnold Palmer Invitational,Hunter Mahan,40/1,false,40.0
2013,311,Arnold Palmer Invitational,Rickie Fowler,50/1,false,50.0
2013,311,Arnold Palmer Invitational,Jason Day,50/1,false,50.0
2013,311,Arnold Palmer Invitational,Nick Watney,50/1,false,50.0
2013,311,Arnold Palmer Invitational,Peter Hanson,DNS,false,-1.0
2013,311,Arnold Palmer Invitational,Charles Howell III,50/1,false,50.0
2013,311,Arnold Palmer Invitational,Bill Haas,60/1,false,60.0
2013,311,Arnold Palmer Invitational,Bo Van Pelt,60/1,false,60.0
2013,311,Arnold Palmer Invitational,Ernie Els,50/1,false,50.0
2013,311,Arnold Palmer Invitational,Jimmy Walker,60/1,false,60.0
2013,311,Arnold Palmer Invitational,Scott Piercy,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Robert Garrigus,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Geoff Ogilvy,80/1,false,80.0
2013,311,Arnold Palmer Invitational,George Coetzee,80/1,false,80.0
2013,311,Arnold Palmer Invitational,K.J. Choi,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Ryan Moore,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Luke Guthrie,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Russell Henley,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Lucas Glover,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Greg Chalmers,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Graham DeLaet,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Boo Weekley,80/1,false,80.0
2013,311,Arnold Palmer Invitational,Kevin Streelman,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Thorbjorn Olesen,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Francesco Molinari,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Harris English,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Zach Johnson,100/1,false,100.0
2013,311,Arnold Palmer Invitational,Chris Kirk,125/1,false,125.0
2013,311,Arnold Palmer Invitational,John Senden,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Brendon de Jonge,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Henrik Stenson,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Branden Grace,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Aaron Baddeley,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Carl Pettersson,150/1,false,150.0
2013,311,Arnold Palmer Invitational,Retief Goosen,150/1,false,150.0
2013,311,Arnold Palmer Invitational,Tim Clark,125/1,false,125.0
2013,311,Arnold Palmer Invitational,Field (all others),4/1,false,4.0
2013,312,Maybank Malaysian Open,Luke Donald,5/1,false,5.0
2013,312,Maybank Malaysian Open,Charl Schwartzel,11/2,false,5.5
2013,312,Maybank Malaysian Open,Matteo Manassero,12/1,false,12.0
2013,312,Maybank Malaysian Open,Padraig Harrington,30/1,false,30.0
2013,312,Maybank Malaysian Open,Alexander Noren,25/1,false,25.0
2013,312,Maybank Malaysian Open,Rafael Cabrera Bello,25/1,false,25.0
2013,312,Maybank Malaysian Open,Chris Wood,30/1,false,30.0
2013,312,Maybank Malaysian Open,Thomas Aiken,30/1,false,30.0
2013,312,Maybank Malaysian Open,Stephen Gallacher,30/1,false,30.0
2013,312,Maybank Malaysian Open,Thongchai Jaidee,30/1,false,30.0
2013,312,Maybank Malaysian Open,Marcus Fraser,40/1,false,40.0
2013,312,Maybank Malaysian Open,Victor Dubuisson,40/1,false,40.0
2013,312,Maybank Malaysian Open,Felipe Aguilar,50/1,false,50.0
2013,312,Maybank Malaysian Open,Ricardo Santos,50/1,false,50.0
2013,312,Maybank Malaysian Open,Kiradech Aphibarnrat,40/1,true,40.0
2013,312,Maybank Malaysian Open,Gaganjeet Bhullar,50/1,false,50.0
2013,312,Maybank Malaysian Open,Romain Wattel,50/1,false,50.0
2013,312,Maybank Malaysian Open,Scott Jamieson,50/1,false,50.0
2013,312,Maybank Malaysian Open,Bernd Wiesberger,60/1,false,60.0
2013,312,Maybank Malaysian Open,Field (all others),2/3,false,0.6666666666666666
2013,313,Shell Houston Open,Rory McIlroy,8/1,false,8.0
2013,313,Shell Houston Open,Keegan Bradley,12/1,false,12.0
2013,313,Shell Houston Open,Steve Stricker,12/1,false,12.0
2013,313,Shell Houston Open,Phil Mickelson,12/1,false,12.0
2013,313,Shell Houston Open,Hunter Mahan,15/1,false,15.0
2013,313,Shell Houston Open,Brandt Snedeker,25/1,false,25.0
2013,313,Shell Houston Open,Dustin Johnson,25/1,false,25.0
2013,313,Shell Houston Open,Louis Oosthuizen,25/1,false,25.0
2013,313,Shell Houston Open,Lee Westwood,30/1,false,30.0
2013,313,Shell Houston Open,Bill Haas,40/1,false,40.0
2013,313,Shell Houston Open,Jimmy Walker,40/1,false,40.0
2013,313,Shell Houston Open,Chris Kirk,40/1,false,40.0
2013,313,Shell Houston Open,Jordan Spieth,40/1,false,40.0
2013,313,Shell Houston Open,Henrik Stenson,40/1,false,40.0
2013,313,Shell Houston Open,Nick Watney,50/1,false,50.0
2013,313,Shell Houston Open,Fredrik Jacobson,DNS,false,-1.0
2013,313,Shell Houston Open,Thorbjorn Olesen,50/1,false,50.0
2013,313,Shell Houston Open,Charles Howell III,50/1,false,50.0
2013,313,Shell Houston Open,Bo Van Pelt,50/1,false,50.0
2013,313,Shell Houston Open,Geoff Ogilvy,50/1,false,50.0
2013,313,Shell Houston Open,Carl Pettersson,60/1,false,60.0
2013,313,Shell Houston Open,John Senden,60/1,false,60.0
2013,313,Shell Houston Open,Luke Guthrie,60/1,false,60.0
2013,313,Shell Houston Open,Cameron Tringale,60/1,false,60.0
2013,313,Shell Houston Open,George Coetzee,60/1,false,60.0
2013,313,Shell Houston Open,Bryce Molder,60/1,false,60.0
2013,313,Shell Houston Open,Graham DeLaet,60/1,false,60.0
2013,313,Shell Houston Open,John Huh,80/1,false,80.0
2013,313,Shell Houston Open,Michael Thompson,80/1,false,80.0
2013,313,Shell Houston Open,Scott Brown,80/1,false,80.0
2013,313,Shell Houston Open,Greg Chalmers,80/1,false,80.0
2013,313,Shell Houston Open,Ryan Palmer,80/1,false,80.0
2013,313,Shell Houston Open,John Rollins,80/1,false,80.0
2013,313,Shell Houston Open,Harris English,80/1,false,80.0
2013,313,Shell Houston Open,Brendon de Jonge,80/1,false,80.0
2013,313,Shell Houston Open,Retief Goosen,100/1,false,100.0
2013,313,Shell Houston Open,Gary Woodland,80/1,false,80.0
2013,313,Shell Houston Open,Pat Perez,80/1,false,80.0
2013,313,Shell Houston Open,Boo Weekley,80/1,false,80.0
2013,313,Shell Houston Open,Aaron Baddeley,80/1,false,80.0
2013,313,Shell Houston Open,Ben Kohles,100/1,false,100.0
2013,313,Shell Houston Open,Russell Henley,100/1,false,100.0
2013,313,Shell Houston Open,Sang-Moon Bae,100/1,false,100.0
2013,313,Shell Houston Open,Johnson Wagner,125/1,false,125.0
2013,313,Shell Houston Open,Seung-Yul Noh,125/1,false,125.0
2013,313,Shell Houston Open,Branden Grace,125/1,false,125.0
2013,313,Shell Houston Open,Paul Casey,150/1,false,150.0
2013,313,Shell Houston Open,Jonathan Byrd,150/1,false,150.0
2013,313,Shell Houston Open,Ryo Ishikawa,200/1,false,200.0
2013,313,Shell Houston Open,Field (D.A. Points),9/4,true,2.25
2013,314,Trophee Hassan II,Francesco Molinari,12/1,false,12.0
2013,314,Trophee Hassan II,Rafael Cabrera Bello,25/1,false,25.0
2013,314,Trophee Hassan II,David Horsey,25/1,false,25.0
2013,314,Trophee Hassan II,Pablo Larrazabal,25/1,false,25.0
2013,314,Trophee Hassan II,Edoardo Molinari,25/1,false,25.0
2013,314,Trophee Hassan II,Tommy Fleetwood,25/1,false,25.0
2013,314,Trophee Hassan II,Richie Ramsay,25/1,false,25.0
2013,314,Trophee Hassan II,David Howell,30/1,false,30.0
2013,314,Trophee Hassan II,Stephen Gallacher,30/1,false,30.0
2013,314,Trophee Hassan II,Joost Luiten,30/1,false,30.0
2013,314,Trophee Hassan II,Garth Mulroy,30/1,false,30.0
2013,314,Trophee Hassan II,Gregory Bourdy,30/1,false,30.0
2013,314,Trophee Hassan II,Scott Jamieson,30/1,false,30.0
2013,314,Trophee Hassan II,Raphael Jacquelin,40/1,false,40.0
2013,314,Trophee Hassan II,Marcel Siem,40/1,true,40.0
2013,314,Trophee Hassan II,Peter Lawrie,40/1,false,40.0
2013,314,Trophee Hassan II,Felipe Aguilar,40/1,false,40.0
2013,314,Trophee Hassan II,Andy Sullivan,40/1,false,40.0
2013,314,Trophee Hassan II,Alvaro Quiros,40/1,false,40.0
2013,314,Trophee Hassan II,Field (all others),1/3,false,0.3333333333333333
2013,315,Valero Texas Open,Charl Schwartzel,10/1,false,10.0
2013,315,Valero Texas Open,Rory McIlroy,9/1,false,9.0
2013,315,Valero Texas Open,Matt Kuchar,12/1,false,12.0
2013,315,Valero Texas Open,Freddie Jacobson,20/1,false,20.0
2013,315,Valero Texas Open,Ian Poulter,20/1,false,20.0
2013,315,Valero Texas Open,Jim Furyk,25/1,false,25.0
2013,315,Valero Texas Open,Peter Hanson,30/1,false,30.0
2013,315,Valero Texas Open,Cameron Tringale,30/1,false,30.0
2013,315,Valero Texas Open,Jimmy Walker,30/1,false,30.0
2013,315,Valero Texas Open,Chris Kirk,DNS,false,-1.0
2013,315,Valero Texas Open,Jordan Spieth,30/1,false,30.0
2013,315,Valero Texas Open,Padraig Harrington,40/1,false,40.0
2013,315,Valero Texas Open,Charley Hoffman,40/1,false,40.0
2013,315,Valero Texas Open,Brendan Steele,40/1,false,40.0
2013,315,Valero Texas Open,Brendon de Jonge,50/1,false,50.0
2013,315,Valero Texas Open,Bud Cauley,50/1,false,50.0
2013,315,Valero Texas Open,Billy Horschel,40/1,false,40.0
2013,315,Valero Texas Open,Ryan Palmer,60/1,false,60.0
2013,315,Valero Texas Open,Gonzalo Fernandez-Castano,50/1,false,50.0
